#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
2	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	917,	1072,	2.4e-15
6028	IPR002772	Glycoside hydrolase, family 3, C-terminal	HMMPfam	PF01915	Glyco_hydro_3_C	1	320,	700,	2.6e-78
6028	IPR001764	Glycoside hydrolase, family 3, N-terminal	ScanRegExp	PS00775	GLYCOSYL_HYDROL_F3	1	216,	233,	8e-5
6028	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	9,	319,	2.4e-107
6028	IPR002772	Glycoside hydrolase, family 3, C-terminal	superfamily	SSF52279	Beta-D-glucan exohydrolase, C-terminal domain	1	320,	726,	2.6e-31
6029	IPR011483	Protein of unknown function DUF1593	HMMPfam	PF07632	DUF1593	1	14,	285,	6.1e-84
6030	IPR008902	Bacterial alpha-L-rhamnosidase	HMMPfam	PF05592	Bac_rhamnosid	1	322,	850,	0
6030	IPR013737	Bacterial alpha-L-rhamnosidase N-terminal	HMMPfam	PF08531	Bac_rhamnosid_N	1	144,	317,	1.2e-96
6030	IPR016007	Alpha-L-rhamnosidase	HMMPIR	PIRSF010631	Alpha-L-rhamnosidase	1	1,	873,	2.7e-206
6030	IPR008928	Six-hairpin glycosidase-like	superfamily	SSF48208	Six-hairpin glycosidases	1	445,	841,	2.6e-21
6030	IPR008957	Fibronectin, type III-like fold	superfamily	SSF49265	Fibronectin type III	1	8,	107,	0.0073
6030	IPR008979	Galactose-binding like	superfamily	SSF49785	Galactose-binding domain-like	1	136,	217,	3.1e-07
6031	IPR013149	Alcohol dehydrogenase, zinc-binding	HMMPfam	PF00107	ADH_zinc_N	1	61,	184,	5.4e-08
6031	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	61,	186,	6.2e-17
6032	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	2	555,642,	580,667,	3e-05,0.001
6032	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	3	555,604,642,	580,635,667,	0.0012,88,0.056
6032	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	2	555,604,	585,640,	11.572,8.850
6032	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	557,	580,	8e-5
6033	IPR001986	3-phosphoshikimate 1-carboxyvinyltransferase, core	BlastProDom	PD001867	ARO1_EMENI_P07547;	1	412,	573,	2e-75
6033	IPR001986	3-phosphoshikimate 1-carboxyvinyltransferase, core	HMMPfam	PF00275	EPSP_synthase	1	397,	570,	6.8e-55
6033	IPR002658	3-dehydroquinate synthase AroB	HMMPfam	PF01761	DHQ_synthase	1	26,	359,	1.2e-150
6033	IPR016037	3-dehydroquinate synthase AroB, subgroup	HMMTigr	TIGR01357	aroB: 3-dehydroquinate synthase	1	22,	391,	5.6e-130
6033	IPR001986	3-phosphoshikimate 1-carboxyvinyltransferase, core	ScanRegExp	PS00104	EPSP_SYNTHASE_1	1	483,	497,	8e-5
6033	IPR013792	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	superfamily	SSF55205	EPT/RTPC-like	1	392,	573,	9.8e-35
6034	IPR001878	Zinc finger, CCHC-type	HMMPfam	PF00098	zf-CCHC	1	267,	284,	0.00014
6034	IPR004859	Putative 5-3 exonuclease	HMMPfam	PF03159	XRN_N	1	1,	259,	1.7e-182
6034	IPR017151	5'-3' exoribonuclease 2	HMMPIR	PIRSF037239	5'-3' exonuclease, Xrn2 type	1	1,	1007,	0
6034	IPR001878	Zinc finger, CCHC-type	HMMSmart	SM00343	no description	1	268,	284,	0.0095
6034	IPR001878	Zinc finger, CCHC-type	ProfileScan	PS50158	ZF_CCHC	1	269,	283,	9.340
6035	IPR006953	Uso1/p115 like vesicle tethering protein, head region	HMMPfam	PF04869	Uso1_p115_head	1	340,	654,	2.4e-70
6035	IPR006955	Uso1/p115 like vesicle tethering protein, C-terminal	HMMPfam	PF04871	Uso1_p115_C	1	978,	1102,	3.3e-08
6035	IPR009053	Prefoldin	superfamily	SSF46579	Prefoldin	1	939,	1035,	0.0023
6035	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	15,	1061,	1.9e-20
6036	IPR015905	Isoleucyl-tRNA synthetase, class Ia, N-terminal	FPrintScan	PR00984	TRNASYNTHILE	5	35,215,391,517,557,	46,238,406,530,566,	1.3e-32,1.3e-32,1.3e-32,1.3e-32,1.3e-32
6036	IPR002300	Aminoacyl-tRNA synthetase, class Ia	HMMPfam	PF00133	tRNA-synt_1	1	11,	637,	0
6036	IPR013155	Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding	HMMPfam	PF08264	Anticodon_1	1	691,	849,	6.2e-43
6036	IPR002301	Isoleucyl-tRNA synthetase, class Ia	HMMTigr	TIGR00392	ileS: isoleucyl-tRNA synthetase	1	1,	861,	0
6036	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	ScanRegExp	PS00178	AA_TRNA_LIGASE_I	1	42,	53,	NA
6036	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	superfamily	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	1	651,	910,	2.7e-47
6036	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing	superfamily	SSF50677	ValRS/IleRS/LeuRS editing domain	1	193,	393,	5.5e-53
6037	IPR013665	Sfi1 spindle body	HMMPfam	PF08457	Sfi1	1	361,	938,	1.8e-282
6038	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	1	180,	225,	0.05
6038	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	41,	508,	1.8e-10
6041	IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic region	HMMPfam	PF00389	2-Hacid_dh	1	41,	334,	1.3e-21
6041	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	HMMPfam	PF02826	2-Hacid_dh_C	1	116,	303,	1.8e-44
6041	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	109,	304,	4.5e-42
6042	IPR004813	Oligopeptide transporter OPT superfamily	HMMPfam	PF03169	OPT	1	39,	781,	7.8e-193
6042	IPR004813	Oligopeptide transporter OPT superfamily	HMMTigr	TIGR00728	OPT_sfam: oligopeptide transporters, OPT sup	1	23,	785,	4.6e-70
6042	IPR002355	Multicopper oxidase, copper-binding site	ScanRegExp	PS00079	MULTICOPPER_OXIDASE1	1	682,	702,	NA
6043	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q6MYC0_ASPFU_Q6MYC0;	1	110,	283,	3e-70
6043	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	103,	385,	1.2e-33
6043	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	97,	385,	9.5e-49
6043	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	97,	385,	34.096
6043	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	211,	223,	8e-5
6043	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	65,	394,	1.5e-54
6044	IPR011511	Variant SH3	HMMPfam	PF07653	SH3_2	1	485,	540,	7.8e-09
6044	IPR001452	Src homology-3	HMMSmart	SM00326	no description	1	484,	541,	3e-06
6044	IPR001452	Src homology-3	ProfileScan	PS50002	SH3	1	481,	542,	9.650
6044	IPR001452	Src homology-3	superfamily	SSF50044	SH3-domain	1	477,	564,	9e-13
6046	IPR008672	Mitotic checkpoint	HMMPfam	PF05557	MAD	1	465,	661,	2.2e-31
6046	IPR010989	t-SNARE	superfamily	SSF47661	t-snare proteins	1	276,	399,	0.012
6047	IPR004038	Ribosomal protein L7Ae/L30e/S12e/Gadd45	BlastProDom	PD004495	Q6MYC3_ASPFU_Q6MYC3;	1	105,	184,	2e-33
6047	IPR004038	Ribosomal protein L7Ae/L30e/S12e/Gadd45	HMMPfam	PF01248	Ribosomal_L7Ae	1	89,	194,	1.6e-16
6047	IPR004037	Ribosomal protein L7Ae	ScanRegExp	PS01082	RIBOSOMAL_L7AE	1	153,	170,	8e-5
6050	IPR006073	GTP1/OBG	FPrintScan	PR00326	GTP1OBG	3	7,79,96,	27,94,114,	3.6e-23,3.6e-23,3.6e-23
6050	IPR002917	GTP-binding protein, HSR1-related	HMMPfam	PF01926	MMR_HSR1	1	5,	130,	1e-19
6050	IPR013646	GTPase of unknown function C-terminal	HMMPfam	PF08438	MMR_HSR1_C	1	233,	336,	1.6e-32
6052	IPR001214	SET	HMMPfam	PF00856	SET	1	131,	280,	8.3e-06
6053	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	4	23,30,39,51,	29,36,49,62,	0.0015,0.0015,0.0015,0.0015
6053	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	22,	60,	5e-09
6053	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	292,	388,	1.7e-28
6053	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	18,	62,	4.7e-09
6053	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	23,	53,	10.953
6053	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	23,	51,	8e-5
6053	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	11,	65,	2.6e-11
6054	IPR005474	Transketolase, N-terminal	HMMPfam	PF00456	Transketolase_N	1	6,	339,	4.1e-219
6054	IPR005475	Transketolase, central region	HMMPfam	PF02779	Transket_pyr	1	354,	532,	9.8e-68
6054	IPR005476	Transketolase, C-terminal	HMMPfam	PF02780	Transketolase_C	1	545,	656,	2.1e-05
6054	IPR005478	Bacterial transketolase	HMMTigr	TIGR00232	tktlase_bact: transketolase	1	8,	665,	0
6054	IPR005474	Transketolase, N-terminal	ScanRegExp	PS00801	TRANSKETOLASE_1	1	15,	35,	8e-5
6054	IPR005475	Transketolase, central region	ScanRegExp	PS00802	TRANSKETOLASE_2	1	474,	490,	8e-5
6054	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	superfamily	SSF52922	TK C-terminal domain-like	1	534,	680,	7.5e-41
6055	IPR001045	Spermine synthase	HMMPfam	PF01564	Spermine_synth	1	12,	254,	7.3e-143
6055	IPR001045	Spermine synthase	HMMTigr	TIGR00417	speE: spermidine synthase	1	13,	285,	8.9e-173
6055	IPR001045	Spermine synthase	ProfileScan	PS51006	SPERMIDINE_SYNTHASE_2	1	12,	291,	101.012
6055	IPR001005	SANT, DNA-binding	ScanRegExp	PS00037	MYB_1	1	259,	267,	8e-5
6055	IPR001045	Spermine synthase	ScanRegExp	PS01330	SPERMIDINE_SYNTHASE_1	1	90,	103,	8e-5
6056	IPR004205	UcrQ	BlastProDom	PD331499	Q6C387_EEEEE_Q6C387;	1	13,	89,	1e-11
6056	IPR004205	UcrQ	HMMPfam	PF02939	UcrQ	1	16,	93,	2.2e-34
6056	IPR004205	UcrQ	superfamily	SSF81508	Ubiquinone-binding protein QP-C of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase)	1	5,	96,	1.2e-32
6057	IPR000163	Prohibitin	FPrintScan	PR00679	PROHIBITIN	7	70,88,111,134,157,182,205,	86,107,129,150,176,205,221,	9.2e-70,9.2e-70,9.2e-70,9.2e-70,9.2e-70,9.2e-70,9.2e-70
6057	IPR001107	Band 7 protein	HMMPfam	PF01145	Band_7	1	26,	218,	1.5e-28
6057	IPR001107	Band 7 protein	HMMSmart	SM00244	no description	1	26,	187,	1.3e-47
6060	IPR002492	Transposase, Tc1/Tc3	BlastProDom	PD002059	Q7PVU2_EEEEE_Q7PVU2;	1	156,	215,	0.0002
6060	IPR000792	Bacterial regulatory protein, LuxR	HMMPfam	PF00196	GerE	1	14,	41,	0.00011
6060	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	7,	117,	1.8e-10
6061	IPR003807	Protein of unknown function DUF202	HMMPfam	PF02656	DUF202	1	91,	240,	0.0023
6062	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	HMMPfam	PF01053	Cys_Met_Meta_PP	1	10,	389,	2.1e-37
6062	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	HMMPIR	PIRSF001434	Cystathionine gamma-synthase	1	10,	392,	1.8e-84
6062	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	6,	391,	2.2e-78
6063	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	14,	70,	1e-07
6064	IPR007396	Negative transcriptional regulator	HMMPfam	PF04299	FMN_bind_2	1	1,	204,	7e-23
6065	IPR004327	Phosphotyrosyl phosphatase activator, PTPA	HMMPfam	PF03095	PTPA	1	55,	358,	2.1e-108
6065	IPR004327	Phosphotyrosyl phosphatase activator, PTPA	HMMPIR	PIRSF016325	Phosphotyrosyl phosphatase activator	1	35,	407,	1.3e-153
6066	IPR013865	Protein of unknown function DUF1754, eukaryotic	HMMPfam	PF08555	DUF1754	1	3,	140,	6e-55
6067	IPR000058	Zinc finger, AN1-type	HMMSmart	SM00154	no description	1	8,	48,	2.1e-06
6067	IPR000058	Zinc finger, AN1-type	ProfileScan	PS51039	ZF_AN1	1	5,	53,	8.195
6068	IPR000217	Tubulin	FPrintScan	PR01161	TUBULIN	9	11,52,96,108,134,153,178,192,379,	31,71,107,132,152,174,191,212,407,	4e-63,4e-63,4e-63,4e-63,4e-63,4e-63,4e-63,4e-63,4e-63
6068	IPR002454	Gamma tubulin	FPrintScan	PR01164	GAMMATUBULIN	8	31,116,192,250,287,338,363,419,	51,131,205,261,302,361,383,442,	2.8e-80,2.8e-80,2.8e-80,2.8e-80,2.8e-80,2.8e-80,2.8e-80,2.8e-80
6068	IPR003008	Tubulin/FtsZ, GTPase	HMMPfam	PF00091	Tubulin	1	46,	246,	6e-92
6068	IPR008280	Tubulin/FtsZ, C-terminal	HMMPfam	PF03953	Tubulin_C	1	248,	392,	3.1e-57
6068	IPR000217	Tubulin	ScanRegExp	PS00227	TUBULIN	1	142,	148,	NA
6068	IPR003008	Tubulin/FtsZ, GTPase	superfamily	SSF52490	Tubulin nucleotide-binding domain-like	1	2,	245,	9.7e-90
6068	IPR008280	Tubulin/FtsZ, C-terminal	superfamily	SSF55307	Tubulin C-terminal domain-like	1	246,	439,	6e-62
6070	IPR001395	Aldo/keto reductase	BlastProDom	PD000288	Q6MYE5_ASPFU_Q6MYE5;	1	44,	203,	3e-76
6070	IPR001395	Aldo/keto reductase	FPrintScan	PR00069	ALDKETRDTASE	2	100,131,	118,148,	0.058,0.058
6070	IPR001395	Aldo/keto reductase	HMMPfam	PF00248	Aldo_ket_red	1	3,	318,	5.2e-25
6070	IPR001395	Aldo/keto reductase	superfamily	SSF51430	NAD(P)-linked oxidoreductase	1	8,	329,	4e-69
6071	IPR000620	Protein of unknown function DUF6, transmembrane	HMMPfam	PF00892	DUF6	2	92,181,	149,319,	1.2e-05,1e-05
6072	IPR004000	Actin/actin-like	FPrintScan	PR00190	ACTIN	6	24,49,61,115,140,236,	33,60,83,128,159,252,	9e-30,9e-30,9e-30,9e-30,9e-30,9e-30
6072	IPR004000	Actin/actin-like	HMMPfam	PF00022	Actin	1	5,	387,	1e-155
6072	IPR004000	Actin/actin-like	HMMSmart	SM00268	no description	1	3,	386,	7.6e-183
6072	IPR004000	Actin/actin-like	ScanRegExp	PS01132	ACTINS_ACT_LIKE	1	104,	116,	8e-5
6073	IPR006115	6-phosphogluconate dehydrogenase, NAD-binding	HMMPfam	PF03446	NAD_binding_2	1	1,	175,	1.4e-13
6073	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	superfamily	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	1	176,	308,	3.9e-24
6073	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	2,	175,	2e-25
6074	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	273,	298,	NA
6075	IPR000926	GTP cyclohydrolase II	HMMPfam	PF00925	GTP_cyclohydro2	1	177,	375,	4.5e-69
6075	IPR000926	GTP cyclohydrolase II	HMMTigr	TIGR00505	ribA: GTP cyclohydrolase II	1	165,	408,	6.6e-78
6076	IPR004875	CENP-B protein	HMMPfam	PF03184	DDE	1	166,	347,	7.3e-71
6076	IPR007889	Helix-turn-helix, Psq	HMMPfam	PF05225	HTH_psq	1	15,	59,	1e-14
6076	IPR006600	Centromere protein B, helix-turn-helix	HMMSmart	SM00674	no description	1	66,	132,	0.007
6076	IPR006600	Centromere protein B, helix-turn-helix	ProfileScan	PS51253	HTH_CENPB	1	60,	132,	13.626
6076	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	66,	126,	0.0029
6077	IPR002999	Tudor	ProfileScan	PS50304	TUDOR	1	406,	462,	8.568
6078	IPR001250	Mannose-6-phosphate isomerase, type I	FPrintScan	PR00714	MAN6PISMRASE	8	8,45,91,126,256,272,291,310,	26,60,112,149,271,291,310,329,	7.4e-84,7.4e-84,7.4e-84,7.4e-84,7.4e-84,7.4e-84,7.4e-84,7.4e-84
6078	IPR001250	Mannose-6-phosphate isomerase, type I	HMMPfam	PF01238	PMI_typeI	1	5,	409,	2.6e-267
6078	IPR016305	Mannose-6-phosphate isomerase	HMMPIR	PIRSF001480	Mannose-6-phosphate isomerase	1	1,	453,	2.2e-159
6078	IPR001250	Mannose-6-phosphate isomerase, type I	HMMTigr	TIGR00218	manA: mannose-6-phosphate isomerase, class I	1	2,	439,	2.6e-82
6078	IPR001250	Mannose-6-phosphate isomerase, type I	ScanRegExp	PS00965	PMI_I_1	1	126,	134,	8e-5
6078	IPR001250	Mannose-6-phosphate isomerase, type I	ScanRegExp	PS00966	PMI_I_2	1	291,	316,	8e-5
6078	IPR011051	Cupin, RmlC-type	superfamily	SSF51182	RmlC-like cupins	1	5,	451,	7.4e-130
6080	IPR006822	Coatomer, epsilon subunit	HMMPfam	PF04733	Coatomer_E	1	6,	310,	1.7e-49
6080	IPR006822	Coatomer, epsilon subunit	HMMPIR	PIRSF016478	Oatomer, epsilon subunit	1	1,	313,	5.7e-117
6081	IPR013841	Phospholipase C, phosphatidylinositol-specific , X and Y boxes	BlastProDom	PD001202	Q6CD33_EEEEE_Q6CD33;	1	543,	890,	1e-75
6081	IPR001192	Phospholipase C, phosphoinositol-specific, C-terminal (PLC)	FPrintScan	PR00390	PHPHLIPASEC	6	537,563,659,831,852,1034,	555,583,676,852,870,1044,	4.4e-40,4.4e-40,4.4e-40,4.4e-40,4.4e-40,4.4e-40
6081	IPR002048	Calcium-binding EF-hand	HMMPfam	PF00036	efhand	1	405,	433,	0.0014
6081	IPR000008	C2 calcium-dependent membrane targeting	HMMPfam	PF00168	C2	1	912,	1007,	1.1e-06
6081	IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain	HMMPfam	PF00387	PI-PLC-Y	1	775,	894,	1.5e-46
6081	IPR000909	Phospholipase C, phosphatidylinositol-specific , X region	HMMPfam	PF00388	PI-PLC-X	1	533,	676,	7.1e-70
6081	IPR015359	Phospholipase C, phosphoinositol-specific, EF-hand-like	HMMPfam	PF09279	efhand_like	1	438,	470,	1e-06
6081	IPR000909	Phospholipase C, phosphatidylinositol-specific , X region	HMMSmart	SM00148	no description	1	532,	675,	2.9e-74
6081	IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain	HMMSmart	SM00149	no description	1	776,	894,	2.2e-46
6081	IPR000008	C2 calcium-dependent membrane targeting	HMMSmart	SM00239	no description	1	911,	1048,	2e-09
6081	IPR000008	C2 calcium-dependent membrane targeting	ProfileScan	PS50004	C2	1	911,	1037,	9.524
6081	IPR000909	Phospholipase C, phosphatidylinositol-specific , X region	ProfileScan	PS50007	PIPLC_X_DOMAIN	1	535,	675,	52.027
6081	IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain	ProfileScan	PS50008	PIPLC_Y_DOMAIN	1	776,	894,	38.647
6081	IPR002048	Calcium-binding EF-hand	ProfileScan	PS50222	EF_HAND_2	2	401,438,	436,469,	9.381,5.503
6081	IPR008973	C2 calcium/lipid-binding region, CaLB	superfamily	SSF49562	C2 domain (Calcium/lipid-binding domain, CaLB)	1	907,	1069,	2.9e-12
6084	IPR001365	Adenosine/AMP deaminase	HMMPfam	PF00962	A_deaminase	1	14,	345,	9.5e-11
6086	IPR001248	Permease for cytosine/purines, uracil, thiamine, allantoin	HMMPfam	PF02133	Transp_cyt_pur	1	33,	485,	3.2e-178
6086	IPR012681	Nucleobase cation symporter-1, NCS1	HMMTigr	TIGR00800	ncs1: NCS1 nucleoside transporter family	1	28,	473,	6.1e-175
6088	IPR007512	Protein of unknown function DUF543	HMMPfam	PF04418	DUF543	1	10,	79,	7.9e-15
6089	IPR001083	Copper fist DNA-binding	BlastProDom	PD009050	Q7S6K5_NEUCR_Q7S6K5;	1	6,	46,	4e-09
6089	IPR001083	Copper fist DNA-binding	FPrintScan	PR00617	COPPERFIST	3	2,15,28,	14,27,40,	1.2e-05,1.2e-05,1.2e-05
6089	IPR001083	Copper fist DNA-binding	HMMPfam	PF00649	Copper-fist	1	6,	41,	2.5e-15
6089	IPR001083	Copper fist DNA-binding	HMMSmart	SM00412	no description	1	6,	41,	1.7e-12
6089	IPR001083	Copper fist DNA-binding	ProfileScan	PS50073	COPPER_FIST_2	1	6,	41,	17.386
6089	IPR001083	Copper fist DNA-binding	superfamily	SSF57879	Zinc domain conserved in yeast copper-regulated transcription factors	1	6,	43,	4.4e-14
6091	IPR013216	Methyltransferase type 11	HMMPfam	PF08241	Methyltransf_11	1	88,	200,	1.3e-16
6092	IPR012535	Cell division control 14, SIN component	HMMPfam	PF08045	CDC14	1	1,	286,	7e-154
6093	IPR000092	Polyprenyl synthetase	HMMPfam	PF00348	polyprenyl_synt	1	83,	336,	2.6e-73
6093	IPR000092	Polyprenyl synthetase	ScanRegExp	PS00444	POLYPRENYL_SYNTHET_2	1	251,	263,	8e-5
6093	IPR000092	Polyprenyl synthetase	ScanRegExp	PS00723	POLYPRENYL_SYNTHET_1	1	132,	146,	8e-5
6093	IPR008949	Terpenoid synthase	superfamily	SSF48576	Terpenoid synthases	1	47,	370,	6.9e-79
6094	IPR002625	Smr protein/MutS2 C-terminal	HMMPfam	PF01713	Smr	1	118,	193,	1e-22
6094	IPR013899	Region of unknown function DUF1771	HMMPfam	PF08590	DUF1771	1	44,	109,	5.6e-35
6094	IPR002625	Smr protein/MutS2 C-terminal	HMMSmart	SM00463	no description	1	115,	193,	5.4e-19
6094	IPR002625	Smr protein/MutS2 C-terminal	ProfileScan	PS50828	SMR	1	118,	193,	22.207
6096	IPR011025	G protein alpha subunit, helical insertion	BlastProDom	PD000281	Q6TNT8_BRARE_Q6TNT8;	1	69,	180,	3e-25
6096	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	FPrintScan	PR00318	GPROTEINA	5	35,167,196,218,264,	50,189,213,246,273,	2.6e-51,2.6e-51,2.6e-51,2.6e-51,2.6e-51
6096	IPR002975	Fungal G-protein, alpha subunit	FPrintScan	PR01241	GPROTEINAFNG	5	59,185,275,302,329,	71,195,287,313,339,	1e-30,1e-30,1e-30,1e-30,1e-30
6096	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	HMMPfam	PF00503	G-alpha	1	6,	352,	1.8e-243
6096	IPR011025	G protein alpha subunit, helical insertion	superfamily	SSF47895	Transducin (alpha subunit), insertion domain	1	61,	181,	4.2e-46
6098	IPR000873	AMP-dependent synthetase and ligase	FPrintScan	PR00154	AMPBINDING	2	191,203,	202,211,	1.8,1.8
6098	IPR000873	AMP-dependent synthetase and ligase	HMMPfam	PF00501	AMP-binding	1	47,	480,	1.5e-109
6098	IPR000873	AMP-dependent synthetase and ligase	ScanRegExp	PS00455	AMP_BINDING	1	196,	207,	8e-5
6100	IPR001468	Indole-3-glycerol phosphate synthase, central region	BlastProDom	PD001511	TRPG_EMENI_P06531;	1	201,	352,	2e-78
6100	IPR006220	Anthranilate synthase component II/delta crystallin	FPrintScan	PR00097	ANTSNTHASEII	3	20,40,91,	28,52,104,	1.3e-10,1.3e-10,1.3e-10
6100	IPR000991	Glutamine amidotransferase class-I, C-terminal	HMMPfam	PF00117	GATase	1	1,	114,	1.9e-37
6100	IPR013798	Indole-3-glycerol phosphate synthase	HMMPfam	PF00218	IGPS	1	148,	411,	2.4e-161
6100	IPR001240	N-(5'phosphoribosyl)anthranilate isomerase (PRAI)	HMMPfam	PF00697	PRAI	2	429,463,	461,659,	0.00024,2.5e-91
6100	IPR001468	Indole-3-glycerol phosphate synthase, central region	ScanRegExp	PS00614	IGPS	1	202,	216,	8e-5
6100	IPR011060	Ribulose-phosphate binding barrel	superfamily	SSF51366	Ribulose-phoshate binding barrel	2	138,426,	413,663,	1.5e-85,6e-45
6101	IPR007109	Brix	HMMPfam	PF04427	Brix	1	1,	115,	4e-16
6101	IPR007109	Brix	ProfileScan	PS50833	BRIX	1	1,	120,	27.122
6102	IPR006935	Restriction endonuclease, type I, R subunit/Type III, Res subunit	HMMPfam	PF04851	ResIII	1	421,	477,	3.1e-06
6102	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	1	437,	658,	0.0053
6102	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	420,	654,	0.0046
6103	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	1	135,	164,	0.0062
6103	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	3	67,98,135,	94,125,164,	30,0.55,0.37
6104	IPR002778	Signal recognition particle, SRP19 subunit	BlastProDom	PD006609	Q8WZS0_NEUCR_Q8WZS0;	1	59,	127,	3e-20
6104	IPR002778	Signal recognition particle, SRP19 subunit	HMMPfam	PF01922	SRP19	1	60,	156,	9.3e-39
6104	IPR002778	Signal recognition particle, SRP19 subunit	superfamily	SSF69695	SRP19	1	49,	158,	1e-36
6105	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	35,	73,	2.4e-10
6105	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	427,	524,	5.1e-18
6105	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	33,	75,	2e-09
6105	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	37,	66,	11.437
6105	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	24,	78,	2.8e-12
6106	IPR001983	Translationally controlled tumour-associated TCTP	BlastProDom	PD004329	TCTP_SCHPO_Q10344;	1	9,	178,	5e-23
6106	IPR001983	Translationally controlled tumour-associated TCTP	FPrintScan	PR01653	TCTPROTEIN	3	1,47,61,	21,58,80,	3.3e-14,3.3e-14,3.3e-14
6106	IPR001983	Translationally controlled tumour-associated TCTP	HMMPfam	PF00838	TCTP	1	1,	176,	5.2e-56
